,W_VM_G,HP_ID_Reg,W_ID,W_GEW,W_HOCH,W_SZ,W_AZ,zweck,wegkm,wegmin_imp1,ST_JAHR,ST_MONAT,ST_WOCHE,ST_WOTAG,W_SZS,W_SZM,W_AZS,W_AZM,W_FOLGETAG,weg_intermod
149,1.0,1071,7.0,0.06480323131471581,17.368685887653747,72900.0,73800.0,8.0,6.65,15.0,2016.0,9.0,36.0,5.0,20.0,15.0,20.0,30.0,0.0,0.0
150,1.0,1477,1.0,0.17781664394979155,47.65875669627849,36900.0,37200.0,1.0,2.85,5.0,2017.0,5.0,19.0,1.0,10.0,15.0,10.0,20.0,0.0,0.0
151,1.0,1477,2.0,0.17781664394979155,47.65875669627849,50400.0,50700.0,8.0,2.85,5.0,2017.0,5.0,19.0,1.0,14.0,0.0,14.0,5.0,0.0,0.0
152,1.0,1477,3.0,0.17781664394979155,47.65875669627849,54900.0,55800.0,6.0,9.5,15.0,2017.0,5.0,19.0,1.0,15.0,15.0,15.0,30.0,0.0,0.0
153,1.0,1477,4.0,0.17781664394979155,47.65875669627849,59400.0,60600.0,8.0,9.5,20.0,2017.0,5.0,19.0,1.0,16.0,30.0,16.0,50.0,0.0,0.0
154,1.0,1263,1.0,0.1635966488458227,43.84748643592153,54000.0,54600.0,5.0,3.33,10.0,2017.0,2.0,5.0,3.0,15.0,0.0,15.0,10.0,0.0,0.0
155,1.0,1263,2.0,0.1635966488458227,43.84748643592153,55800.0,56100.0,4.0,1.9,5.0,2017.0,2.0,5.0,3.0,15.0,30.0,15.0,35.0,0.0,0.0
156,1.0,1263,3.0,0.1635966488458227,43.84748643592153,57000.0,57300.0,8.0,0.95,5.0,2017.0,2.0,5.0,3.0,15.0,50.0,15.0,55.0,0.0,0.0
157,703.0,1224,1.0,2.6047122730461276,698.11996069371,25200.0,27900.0,1.0,70703.0,45.0,2017.0,3.0,13.0,2.0,7.0,0.0,7.0,45.0,0.0,703.0
158,703.0,1224,2.0,2.6047122730461276,698.11996069371,50400.0,53100.0,8.0,70703.0,45.0,2017.0,3.0,13.0,2.0,14.0,0.0,14.0,45.0,0.0,703.0
159,1.0,1996,1.0,0.4167538731470637,111.6991694442049,24900.0,26100.0,3.0,9.0,20.0,2017.0,3.0,10.0,1.0,6.0,55.0,7.0,15.0,0.0,1.0
160,1.0,1996,2.0,0.4167538731470637,111.6991694442049,56100.0,57000.0,8.0,9.0,15.0,2017.0,3.0,10.0,1.0,15.0,35.0,15.0,50.0,0.0,1.0
161,1.0,1996,3.0,0.4167538731470637,111.6991694442049,57600.0,57900.0,7.0,2.28,5.0,2017.0,3.0,10.0,1.0,16.0,0.0,16.0,5.0,0.0,0.0
162,1.0,1996,4.0,0.4167538731470637,111.6991694442049,61200.0,61500.0,8.0,2.28,5.0,2017.0,3.0,10.0,1.0,17.0,0.0,17.0,5.0,0.0,0.0
163,0.0,351,1.0,0.3460904820490883,92.75983233342636,27900.0,28800.0,3.0,0.59,15.0,2017.0,7.0,27.0,4.0,7.0,45.0,8.0,0.0,0.0,0.0
164,0.0,351,2.0,0.3460904820490883,92.75983233342636,50400.0,52200.0,8.0,0.59,30.0,2017.0,7.0,27.0,4.0,14.0,0.0,14.0,30.0,0.0,0.0
165,0.0,351,3.0,0.3460904820490883,92.75983233342636,54000.0,55800.0,7.0,4.32,30.0,2017.0,7.0,27.0,4.0,15.0,0.0,15.0,30.0,0.0,1.0
166,0.0,351,4.0,0.3460904820490883,92.75983233342636,72000.0,74400.0,8.0,4.32,40.0,2017.0,7.0,27.0,4.0,20.0,0.0,20.0,40.0,0.0,1.0
167,703.0,900,1.0,0.6080987297648983,162.98378355045577,27000.0,32400.0,3.0,70703.0,90.0,2016.0,6.0,24.0,2.0,7.0,30.0,9.0,0.0,0.0,703.0
168,703.0,900,2.0,0.6080987297648983,162.98378355045577,46800.0,52200.0,8.0,70703.0,90.0,2016.0,6.0,24.0,2.0,13.0,0.0,14.0,30.0,0.0,703.0
169,703.0,900,3.0,0.6080987297648983,162.98378355045577,54000.0,55800.0,5.0,70703.0,30.0,2016.0,6.0,24.0,2.0,15.0,0.0,15.0,30.0,0.0,703.0
170,703.0,900,4.0,0.6080987297648983,162.98378355045577,63000.0,64800.0,8.0,70703.0,30.0,2016.0,6.0,24.0,2.0,17.0,30.0,18.0,0.0,0.0,703.0
171,1.0,1671,1.0,0.11582985993843975,31.0449403967428,28800.0,30600.0,2.0,26.6,30.0,2017.0,3.0,10.0,6.0,8.0,0.0,8.0,30.0,0.0,0.0
172,1.0,1671,2.0,0.11582985993843975,31.0449403967428,38100.0,39600.0,8.0,26.6,25.0,2017.0,3.0,10.0,6.0,10.0,35.0,11.0,0.0,0.0,0.0
173,1.0,1671,3.0,0.11582985993843975,31.0449403967428,40500.0,41700.0,4.0,17.1,20.0,2017.0,3.0,10.0,6.0,11.0,15.0,11.0,35.0,0.0,0.0
174,1.0,1671,4.0,0.11582985993843975,31.0449403967428,46800.0,47700.0,8.0,17.1,15.0,2017.0,3.0,10.0,6.0,13.0,0.0,13.0,15.0,0.0,0.0
175,1.0,1671,5.0,0.11582985993843975,31.0449403967428,52200.0,53100.0,2.0,11.4,15.0,2017.0,3.0,10.0,6.0,14.0,30.0,14.0,45.0,0.0,0.0
176,1.0,1671,6.0,0.11582985993843975,31.0449403967428,55800.0,56700.0,8.0,11.4,15.0,2017.0,3.0,10.0,6.0,15.0,30.0,15.0,45.0,0.0,0.0
177,1.0,1671,7.0,0.11582985993843975,31.0449403967428,73800.0,74700.0,6.0,13.3,15.0,2017.0,3.0,10.0,6.0,20.0,30.0,20.0,45.0,0.0,0.0
178,1.0,1671,8.0,0.11582985993843975,31.0449403967428,74700.0,75600.0,8.0,13.3,15.0,2017.0,3.0,10.0,6.0,20.0,45.0,21.0,0.0,0.0,0.0
179,0.0,1709,1.0,2.2491709743337163,602.8271024188783,26460.0,27060.0,3.0,0.69,10.0,2017.0,6.0,25.0,1.0,7.0,21.0,7.0,31.0,0.0,0.0
180,0.0,1709,2.0,2.2491709743337163,602.8271024188783,49680.0,50340.0,8.0,0.78,11.0,2017.0,6.0,25.0,1.0,13.0,48.0,13.0,59.0,0.0,0.0
181,0.0,1709,3.0,2.2491709743337163,602.8271024188783,51480.0,51900.0,5.0,0.49,7.0,2017.0,6.0,25.0,1.0,14.0,18.0,14.0,25.0,0.0,0.0
182,0.0,1709,4.0,2.2491709743337163,602.8271024188783,54240.0,54840.0,8.0,0.49,10.0,2017.0,6.0,25.0,1.0,15.0,4.0,15.0,14.0,0.0,0.0
183,1.0,1129,1.0,0.9426385609077665,252.64778835618105,30600.0,31800.0,6.0,9.5,20.0,2017.0,2.0,7.0,3.0,8.0,30.0,8.0,50.0,0.0,1.0
184,1.0,1129,2.0,0.9426385609077665,252.64778835618105,37800.0,39300.0,6.0,9.5,25.0,2017.0,2.0,7.0,3.0,10.0,30.0,10.0,55.0,0.0,1.0
185,0.0,1129,3.0,0.9426385609077665,252.64778835618105,47700.0,48600.0,6.0,0.98,15.0,2017.0,2.0,7.0,3.0,13.0,15.0,13.0,30.0,0.0,0.0
186,0.0,1129,4.0,0.9426385609077665,252.64778835618105,52200.0,55800.0,6.0,2.94,60.0,2017.0,2.0,7.0,3.0,14.0,30.0,15.0,30.0,0.0,0.0
187,0.0,1129,5.0,0.9426385609077665,252.64778835618105,58800.0,62400.0,8.0,2.94,60.0,2017.0,2.0,7.0,3.0,16.0,20.0,17.0,20.0,0.0,0.0
188,0.0,1145,1.0,0.10687186545068449,28.64400159655332,29700.0,31800.0,7.0,1.96,35.0,2017.0,4.0,16.0,6.0,8.0,15.0,8.0,50.0,0.0,0.0
189,1.0,1145,2.0,0.10687186545068449,28.64400159655332,32400.0,36000.0,4.0,9999.0,60.0,2017.0,4.0,16.0,6.0,9.0,0.0,10.0,0.0,0.0,1.0
190,1.0,1145,3.0,0.10687186545068449,28.64400159655332,43200.0,46800.0,8.0,9999.0,60.0,2017.0,4.0,16.0,6.0,12.0,0.0,13.0,0.0,0.0,1.0
191,1.0,1893,1.0,0.060483357115311644,16.210864950002566,34200.0,35100.0,4.0,7.6,15.0,2017.0,4.0,17.0,5.0,9.0,30.0,9.0,45.0,0.0,0.0
192,1.0,1893,2.0,0.060483357115311644,16.210864950002566,41700.0,42600.0,8.0,7.6,15.0,2017.0,4.0,17.0,5.0,11.0,35.0,11.0,50.0,0.0,0.0
193,1.0,1893,3.0,0.060483357115311644,16.210864950002566,54000.0,54300.0,4.0,1.14,5.0,2017.0,4.0,17.0,5.0,15.0,0.0,15.0,5.0,0.0,0.0
194,1.0,1893,4.0,0.060483357115311644,16.210864950002566,55500.0,55800.0,8.0,1.14,5.0,2017.0,4.0,17.0,5.0,15.0,25.0,15.0,30.0,0.0,0.0
195,1.0,1893,5.0,0.060483357115311644,16.210864950002566,62400.0,63000.0,4.0,6.65,10.0,2017.0,4.0,17.0,5.0,17.0,20.0,17.0,30.0,0.0,0.0
196,1.0,1893,6.0,0.060483357115311644,16.210864950002566,63600.0,64500.0,4.0,5.7,15.0,2017.0,4.0,17.0,5.0,17.0,40.0,17.0,55.0,0.0,0.0
197,1.0,1893,7.0,0.060483357115311644,16.210864950002566,65100.0,65700.0,4.0,1.9,10.0,2017.0,4.0,17.0,5.0,18.0,5.0,18.0,15.0,0.0,0.0
198,1.0,1893,8.0,0.060483357115311644,16.210864950002566,66600.0,67500.0,7.0,4.75,15.0,2017.0,4.0,17.0,5.0,18.0,30.0,18.0,45.0,0.0,0.0
199,1.0,1893,9.0,0.060483357115311644,16.210864950002566,75600.0,75900.0,4.0,0.95,5.0,2017.0,4.0,17.0,5.0,21.0,0.0,21.0,5.0,0.0,0.0
200,0.0,1893,10.0,0.060483357115311644,16.210864950002566,75900.0,81000.0,4.0,0.98,85.0,2017.0,4.0,17.0,5.0,21.0,5.0,22.0,30.0,0.0,0.0
201,1.0,1893,11.0,0.060483357115311644,16.210864950002566,81000.0,81900.0,8.0,15.2,15.0,2017.0,4.0,17.0,5.0,22.0,30.0,22.0,45.0,0.0,0.0
202,0.0,1935,1.0,6.380304173853179,1710.0613166210599,17100.0,20100.0,1.0,36.0,50.0,2017.0,4.0,16.0,4.0,4.0,45.0,5.0,35.0,0.0,1.0
203,0.0,1935,2.0,6.380304173853179,1710.0613166210599,51480.0,54900.0,8.0,36.0,57.0,2017.0,4.0,16.0,4.0,14.0,18.0,15.0,15.0,0.0,1.0
204,0.0,1935,3.0,6.380304173853179,1710.0613166210599,57600.0,59400.0,7.0,1.96,30.0,2017.0,4.0,16.0,4.0,16.0,0.0,16.0,30.0,0.0,0.0
205,0.0,1935,4.0,6.380304173853179,1710.0613166210599,60300.0,62100.0,8.0,1.96,30.0,2017.0,4.0,16.0,4.0,16.0,45.0,17.0,15.0,0.0,0.0
206,0.0,1491,1.0,0.5592139519018581,149.88159197504794,37800.0,38100.0,7.0,0.1,5.0,2017.0,6.0,23.0,3.0,10.0,30.0,10.0,35.0,0.0,0.0
207,0.0,1491,2.0,0.5592139519018581,149.88159197504794,72000.0,72300.0,8.0,0.1,5.0,2017.0,6.0,23.0,3.0,20.0,0.0,20.0,5.0,0.0,0.0
208,1.0,1792,1.0,0.10833636458305967,29.03651945248298,34200.0,35100.0,4.0,5.23,15.0,2017.0,4.0,15.0,6.0,9.0,30.0,9.0,45.0,0.0,1.0
209,1.0,1792,2.0,0.10833636458305967,29.03651945248298,37800.0,38700.0,8.0,5.23,15.0,2017.0,4.0,15.0,6.0,10.0,30.0,10.0,45.0,0.0,0.0
210,1.0,1792,3.0,0.10833636458305967,29.03651945248298,52200.0,53100.0,7.0,3.33,15.0,2017.0,4.0,15.0,6.0,14.0,30.0,14.0,45.0,0.0,1.0
211,1.0,1792,4.0,0.10833636458305967,29.03651945248298,65700.0,66600.0,8.0,3.33,15.0,2017.0,4.0,15.0,6.0,18.0,15.0,18.0,30.0,0.0,1.0
212,0.0,1328,1.0,1.2382471531956365,331.8773681313734,27000.0,27900.0,3.0,0.98,15.0,2017.0,7.0,28.0,1.0,7.0,30.0,7.0,45.0,0.0,0.0
213,0.0,1328,2.0,1.2382471531956365,331.8773681313734,48600.0,49800.0,8.0,0.98,20.0,2017.0,7.0,28.0,1.0,13.0,30.0,13.0,50.0,0.0,0.0
214,0.0,1328,3.0,1.2382471531956365,331.8773681313734,61200.0,62100.0,7.0,0.98,15.0,2017.0,7.0,28.0,1.0,17.0,0.0,17.0,15.0,0.0,0.0
215,0.0,1328,4.0,1.2382471531956365,331.8773681313734,68400.0,69300.0,8.0,0.98,15.0,2017.0,7.0,28.0,1.0,19.0,0.0,19.0,15.0,0.0,0.0
216,1.0,846,1.0,0.854226961038885,228.95154241606812,22200.0,24000.0,1.0,42.75,30.0,2016.0,7.0,29.0,4.0,6.0,10.0,6.0,40.0,0.0,1.0
217,0.0,846,2.0,0.854226961038885,228.95154241606812,25500.0,30000.0,2.0,5.7,75.0,2016.0,7.0,29.0,4.0,7.0,5.0,8.0,20.0,0.0,0.0
218,0.0,846,3.0,0.854226961038885,228.95154241606812,30000.0,30900.0,2.0,9.5,15.0,2016.0,7.0,29.0,4.0,8.0,20.0,8.0,35.0,0.0,1.0
219,0.0,846,4.0,0.854226961038885,228.95154241606812,30900.0,31200.0,2.0,0.49,5.0,2016.0,7.0,29.0,4.0,8.0,35.0,8.0,40.0,0.0,0.0
220,0.0,846,5.0,0.854226961038885,228.95154241606812,34200.0,34500.0,2.0,0.49,5.0,2016.0,7.0,29.0,4.0,9.0,30.0,9.0,35.0,0.0,0.0
221,0.0,846,6.0,0.854226961038885,228.95154241606812,59400.0,62400.0,2.0,14.25,50.0,2016.0,7.0,29.0,4.0,16.0,30.0,17.0,20.0,0.0,0.0
222,0.0,846,7.0,0.854226961038885,228.95154241606812,63900.0,66600.0,2.0,4.75,45.0,2016.0,7.0,29.0,4.0,17.0,45.0,18.0,30.0,0.0,0.0
223,0.0,846,8.0,0.854226961038885,228.95154241606812,66600.0,66900.0,2.0,4.75,5.0,2016.0,7.0,29.0,4.0,18.0,30.0,18.0,35.0,0.0,0.0
224,1.0,846,9.0,0.854226961038885,228.95154241606812,69000.0,71100.0,8.0,42.75,35.0,2016.0,7.0,29.0,4.0,19.0,10.0,19.0,45.0,0.0,0.0
225,0.0,846,10.0,0.854226961038885,228.95154241606812,71100.0,73800.0,6.0,0.49,45.0,2016.0,7.0,29.0,4.0,19.0,45.0,20.0,30.0,0.0,0.0
226,0.0,846,11.0,0.854226961038885,228.95154241606812,73800.0,74100.0,8.0,0.49,5.0,2016.0,7.0,29.0,4.0,20.0,30.0,20.0,35.0,0.0,0.0
227,1.0,428,1.0,0.16766001146160286,44.93655664876899,32400.0,35100.0,4.0,23.75,45.0,2017.0,4.0,14.0,5.0,9.0,0.0,9.0,45.0,0.0,0.0
228,1.0,428,2.0,0.16766001146160286,44.93655664876899,45000.0,46800.0,8.0,23.75,30.0,2017.0,4.0,14.0,5.0,12.0,30.0,13.0,0.0,0.0,0.0
229,1.0,428,4.0,0.16766001146160286,44.93655664876899,69300.0,79200.0,2.0,9999.0,165.0,2017.0,4.0,14.0,5.0,19.0,15.0,22.0,0.0,0.0,0.0
230,0.0,1363,1.0,1.0863867798460327,291.1754606804693,50100.0,53100.0,7.0,4.5,50.0,2016.0,8.0,33.0,7.0,13.0,55.0,14.0,45.0,0.0,1.0
231,0.0,1363,2.0,1.0863867798460327,291.1754606804693,61200.0,64800.0,7.0,4.5,60.0,2016.0,8.0,33.0,7.0,17.0,0.0,18.0,0.0,0.0,1.0
232,0.0,1930,1.0,0.9956607598043311,266.8588994230763,33900.0,34200.0,5.0,0.05,5.0,2017.0,7.0,28.0,1.0,9.0,25.0,9.0,30.0,0.0,0.0
233,0.0,1930,2.0,0.9956607598043311,266.8588994230763,34800.0,35100.0,8.0,0.2,5.0,2017.0,7.0,28.0,1.0,9.0,40.0,9.0,45.0,0.0,0.0
234,0.0,1930,3.0,0.9956607598043311,266.8588994230763,59400.0,60000.0,5.0,0.2,10.0,2017.0,7.0,28.0,1.0,16.0,30.0,16.0,40.0,0.0,0.0
235,0.0,1930,4.0,0.9956607598043311,266.8588994230763,60600.0,61200.0,8.0,0.2,10.0,2017.0,7.0,28.0,1.0,16.0,50.0,17.0,0.0,0.0,0.0
236,0.0,1163,1.0,0.3003492099779495,80.5001691872013,29400.0,30000.0,5.0,0.59,10.0,2017.0,4.0,13.0,7.0,8.0,10.0,8.0,20.0,0.0,0.0
237,0.0,1163,2.0,0.3003492099779495,80.5001691872013,30300.0,30900.0,8.0,0.59,10.0,2017.0,4.0,13.0,7.0,8.0,25.0,8.0,35.0,0.0,0.0
238,1.0,1163,3.0,0.3003492099779495,80.5001691872013,40500.0,41700.0,7.0,7.6,20.0,2017.0,4.0,13.0,7.0,11.0,15.0,11.0,35.0,0.0,0.0
239,0.0,1163,4.0,0.3003492099779495,80.5001691872013,41700.0,50400.0,7.0,4.9,145.0,2017.0,4.0,13.0,7.0,11.0,35.0,14.0,0.0,0.0,0.0
240,1.0,1163,5.0,0.3003492099779495,80.5001691872013,50400.0,51600.0,8.0,7.6,20.0,2017.0,4.0,13.0,7.0,14.0,0.0,14.0,20.0,0.0,0.0
241,0.0,1163,6.0,0.3003492099779495,80.5001691872013,62100.0,63000.0,5.0,1.47,15.0,2017.0,4.0,13.0,7.0,17.0,15.0,17.0,30.0,0.0,0.0
242,1.0,1163,7.0,0.3003492099779495,80.5001691872013,72600.0,73500.0,8.0,1.43,15.0,2017.0,4.0,13.0,7.0,20.0,10.0,20.0,25.0,0.0,0.0
243,1.0,1897,1.0,3.4222395337808043,917.2351793058125,26100.0,27600.0,1.0,21.85,25.0,2017.0,5.0,21.0,3.0,7.0,15.0,7.0,40.0,0.0,0.0
244,1.0,1897,2.0,3.4222395337808043,917.2351793058125,60300.0,62100.0,8.0,21.85,30.0,2017.0,5.0,21.0,3.0,16.0,45.0,17.0,15.0,0.0,0.0
245,1.0,442,1.0,0.7593534179926454,203.52335411761308,17400.0,21000.0,1.0,38.95,60.0,2016.0,9.0,38.0,5.0,4.0,50.0,5.0,50.0,0.0,0.0
246,1.0,442,2.0,0.7593534179926454,203.52335411761308,45000.0,48600.0,8.0,38.95,60.0,2016.0,9.0,38.0,5.0,12.0,30.0,13.0,30.0,0.0,0.0
247,1.0,442,3.0,0.7593534179926454,203.52335411761308,48600.0,51300.0,6.0,14.25,45.0,2016.0,9.0,38.0,5.0,13.0,30.0,14.0,15.0,0.0,0.0
248,1.0,442,4.0,0.7593534179926454,203.52335411761308,53100.0,55800.0,8.0,14.25,45.0,2016.0,9.0,38.0,5.0,14.0,45.0,15.0,30.0,0.0,0.0
249,1.0,236,1.0,0.5788984478031546,155.15746818106652,29700.0,29820.0,7.0,0.48,2.0,2017.0,7.0,26.0,7.0,8.0,15.0,8.0,17.0,0.0,0.0
250,1.0,236,2.0,0.5788984478031546,155.15746818106652,39600.0,39720.0,8.0,0.48,2.0,2017.0,7.0,26.0,7.0,11.0,0.0,11.0,2.0,0.0,0.0
251,1.0,236,3.0,0.5788984478031546,155.15746818106652,56700.0,58200.0,7.0,27.55,25.0,2017.0,7.0,26.0,7.0,15.0,45.0,16.0,10.0,0.0,0.0
252,1.0,236,4.0,0.5788984478031546,155.15746818106652,63900.0,65400.0,8.0,27.55,25.0,2017.0,7.0,26.0,7.0,17.0,45.0,18.0,10.0,0.0,0.0
253,0.0,1483,1.0,0.19263227606990221,51.6296707278879,34200.0,61200.0,7.0,9994.0,450.0,2017.0,8.0,31.0,6.0,9.0,30.0,17.0,0.0,0.0,1.0
254,0.0,1547,1.0,1.7958340275562257,481.3228676746734,35400.0,39000.0,7.0,9.63,60.0,2016.0,7.0,30.0,6.0,9.0,50.0,10.0,50.0,0.0,1.0
255,0.0,1547,2.0,1.7958340275562257,481.3228676746734,51000.0,54600.0,8.0,9.63,60.0,2016.0,7.0,30.0,6.0,14.0,10.0,15.0,10.0,0.0,1.0
256,1.0,1547,3.0,1.7958340275562257,481.3228676746734,80400.0,81300.0,6.0,6.94,15.0,2016.0,7.0,30.0,6.0,22.0,20.0,22.0,35.0,0.0,0.0
257,1.0,1547,4.0,1.7958340275562257,481.3228676746734,82200.0,83100.0,8.0,6.94,15.0,2016.0,7.0,30.0,6.0,22.0,50.0,23.0,5.0,0.0,0.0
258,1.0,1206,1.0,0.3972284893847367,106.46593877771588,34200.0,36000.0,7.0,19.0,30.0,2017.0,6.0,23.0,6.0,9.0,30.0,10.0,0.0,0.0,0.0
259,1.0,1206,2.0,0.3972284893847367,106.46593877771588,43800.0,45900.0,8.0,19.0,35.0,2017.0,6.0,23.0,6.0,12.0,10.0,12.0,45.0,0.0,0.0
260,1.0,558,1.0,0.10963238154523107,29.383880395206752,26700.0,27600.0,1.0,3.8,15.0,2017.0,5.0,19.0,3.0,7.0,25.0,7.0,40.0,0.0,0.0
261,1.0,558,2.0,0.10963238154523107,29.383880395206752,46800.0,48600.0,4.0,1.9,30.0,2017.0,5.0,19.0,3.0,13.0,0.0,13.0,30.0,0.0,0.0
262,1.0,558,3.0,0.10963238154523107,29.383880395206752,55500.0,56400.0,7.0,7.6,15.0,2017.0,5.0,19.0,3.0,15.0,25.0,15.0,40.0,0.0,0.0
263,1.0,558,4.0,0.10963238154523107,29.383880395206752,64800.0,66600.0,4.0,7.6,30.0,2017.0,5.0,19.0,3.0,18.0,0.0,18.0,30.0,0.0,0.0
264,1.0,558,5.0,0.10963238154523107,29.383880395206752,70200.0,71400.0,10.0,12.35,20.0,2017.0,5.0,19.0,3.0,19.0,30.0,19.0,50.0,0.0,0.0
265,1.0,558,6.0,0.10963238154523107,29.383880395206752,76500.0,77400.0,8.0,11.4,15.0,2017.0,5.0,19.0,3.0,21.0,15.0,21.0,30.0,0.0,0.0
266,1.0,845,1.0,0.2360241688471569,63.25964874640291,46800.0,48000.0,7.0,17.1,20.0,2017.0,3.0,10.0,3.0,13.0,0.0,13.0,20.0,0.0,0.0
267,1.0,845,2.0,0.2360241688471569,63.25964874640291,54900.0,55800.0,5.0,2.85,15.0,2017.0,3.0,10.0,3.0,15.0,15.0,15.0,30.0,0.0,0.0
268,1.0,845,3.0,0.2360241688471569,63.25964874640291,59400.0,61200.0,8.0,19.0,30.0,2017.0,3.0,10.0,3.0,16.0,30.0,17.0,0.0,0.0,0.0
269,1.0,845,4.0,0.2360241688471569,63.25964874640291,64800.0,65700.0,5.0,7.6,15.0,2017.0,3.0,10.0,3.0,18.0,0.0,18.0,15.0,0.0,0.0
270,1.0,845,5.0,0.2360241688471569,63.25964874640291,66600.0,67500.0,8.0,7.6,15.0,2017.0,3.0,10.0,3.0,18.0,30.0,18.0,45.0,0.0,0.0
271,1.0,1179,1.0,0.4048042583726359,108.49641085817784,46800.0,48000.0,7.0,17.1,20.0,2017.0,3.0,10.0,3.0,13.0,0.0,13.0,20.0,0.0,0.0
272,1.0,1179,2.0,0.4048042583726359,108.49641085817784,54900.0,55800.0,6.0,2.85,15.0,2017.0,3.0,10.0,3.0,15.0,15.0,15.0,30.0,0.0,0.0
273,1.0,1179,3.0,0.4048042583726359,108.49641085817784,59400.0,61200.0,6.0,19.0,30.0,2017.0,3.0,10.0,3.0,16.0,30.0,17.0,0.0,0.0,0.0
274,1.0,1179,4.0,0.4048042583726359,108.49641085817784,64800.0,65700.0,6.0,7.6,15.0,2017.0,3.0,10.0,3.0,18.0,0.0,18.0,15.0,0.0,0.0
275,1.0,1179,5.0,0.4048042583726359,108.49641085817784,66600.0,67500.0,8.0,7.6,15.0,2017.0,3.0,10.0,3.0,18.0,30.0,18.0,45.0,0.0,0.0
276,1.0,952,1.0,4.437174679855684,1189.2600365680073,46920.0,47400.0,7.0,6.65,8.0,2016.0,10.0,39.0,7.0,13.0,2.0,13.0,10.0,0.0,0.0
277,1.0,952,2.0,4.437174679855684,1189.2600365680073,52560.0,53160.0,8.0,6.65,10.0,2016.0,10.0,39.0,7.0,14.0,36.0,14.0,46.0,0.0,0.0
278,1.0,952,3.0,4.437174679855684,1189.2600365680073,76800.0,78600.0,7.0,32.3,30.0,2016.0,10.0,39.0,7.0,21.0,20.0,21.0,50.0,0.0,0.0
279,0.0,2066,1.0,0.18391088174808143,49.29214595628483,21120.0,21840.0,1.0,4.02,12.0,2017.0,7.0,29.0,5.0,5.0,52.0,6.0,4.0,0.0,0.0
280,0.0,2066,2.0,0.18391088174808143,49.29214595628483,45180.0,46200.0,8.0,4.02,17.0,2017.0,7.0,29.0,5.0,12.0,33.0,12.0,50.0,0.0,0.0
281,0.0,2066,3.0,0.18391088174808143,49.29214595628483,48600.0,49800.0,4.0,4.41,20.0,2017.0,7.0,29.0,5.0,13.0,30.0,13.0,50.0,0.0,0.0
282,0.0,2066,4.0,0.18391088174808143,49.29214595628483,51000.0,52200.0,8.0,4.41,20.0,2017.0,7.0,29.0,5.0,14.0,10.0,14.0,30.0,0.0,0.0
283,0.0,2066,5.0,0.18391088174808143,49.29214595628483,52980.0,57480.0,7.0,20.58,75.0,2017.0,7.0,29.0,5.0,14.0,43.0,15.0,58.0,0.0,0.0
284,1.0,1863,1.0,0.3585971852791398,96.11190283185444,40500.0,41100.0,1.0,4.75,10.0,2016.0,8.0,34.0,2.0,11.0,15.0,11.0,25.0,0.0,0.0
285,1.0,1863,2.0,0.3585971852791398,96.11190283185444,73200.0,73800.0,8.0,4.75,10.0,2016.0,8.0,34.0,2.0,20.0,20.0,20.0,30.0,0.0,0.0
286,1.0,985,1.0,0.05103684413720872,13.678992490533782,36000.0,37200.0,7.0,17.1,20.0,2017.0,3.0,10.0,7.0,10.0,0.0,10.0,20.0,0.0,0.0
287,1.0,985,2.0,0.05103684413720872,13.678992490533782,46800.0,48000.0,8.0,17.1,20.0,2017.0,3.0,10.0,7.0,13.0,0.0,13.0,20.0,0.0,0.0
288,0.0,985,3.0,0.05103684413720872,13.678992490533782,54000.0,54900.0,7.0,2.94,15.0,2017.0,3.0,10.0,7.0,15.0,0.0,15.0,15.0,0.0,0.0
289,0.0,985,4.0,0.05103684413720872,13.678992490533782,57000.0,57600.0,8.0,1.96,10.0,2017.0,3.0,10.0,7.0,15.0,50.0,16.0,0.0,0.0,0.0
290,0.0,111,1.0,0.7954189704185725,213.18971239546622,36900.0,37800.0,5.0,4.9,15.0,2017.0,7.0,26.0,7.0,10.0,15.0,10.0,30.0,0.0,0.0
291,0.0,111,2.0,0.7954189704185725,213.18971239546622,50400.0,51300.0,8.0,4.9,15.0,2017.0,7.0,26.0,7.0,14.0,0.0,14.0,15.0,0.0,0.0
292,1.0,111,3.0,0.7954189704185725,213.18971239546622,57600.0,57900.0,5.0,2.85,5.0,2017.0,7.0,26.0,7.0,16.0,0.0,16.0,5.0,0.0,0.0
293,1.0,111,4.0,0.7954189704185725,213.18971239546622,58800.0,59100.0,8.0,2.85,5.0,2017.0,7.0,26.0,7.0,16.0,20.0,16.0,25.0,0.0,0.0
294,0.0,1178,1.0,2.3343100295770567,625.6462346950395,36000.0,50400.0,7.0,9994.0,240.0,2017.0,4.0,15.0,7.0,10.0,0.0,14.0,0.0,0.0,1.0
295,0.0,1178,2.0,2.3343100295770567,625.6462346950395,61200.0,68400.0,8.0,9994.0,120.0,2017.0,4.0,15.0,7.0,17.0,0.0,19.0,0.0,0.0,1.0
296,703.0,1515,1.0,0.7694576078452001,206.23149838970878,22200.0,28800.0,1.0,70703.0,110.0,2016.0,8.0,32.0,5.0,6.0,10.0,8.0,0.0,0.0,703.0
297,703.0,1515,2.0,0.7694576078452001,206.23149838970878,55800.0,62400.0,9.0,70703.0,110.0,2016.0,8.0,32.0,5.0,15.0,30.0,17.0,20.0,0.0,703.0
